2011-03-07 01:30:18.154141,2011-03-07 14:43:04.313746,13:12:46.159605
2011-03-07 15:27:26.111629,2011-03-07 15:29:52.743731,0:02:26.632102
2011-03-07 16:35:30.224510,2011-03-07 16:35:35.233161,0:00:05.008651
2011-03-07 16:35:39.848596,2011-03-07 21:20:08.923450,4:44:29.074854
2011-03-07 22:45:41.172553,2011-03-08 00:40:07.399094,1:54:26.226541
2011-03-08 01:28:16.378014,2011-03-08 05:11:00.020931,3:42:43.642917
2011-03-08 12:02:35.062068,2011-03-08 13:10:16.975083,1:07:41.913015
2011-03-08 14:37:56.881774,2011-03-08 15:10:05.240597,0:32:08.358823
2011-03-08 15:44:41.589197,2011-03-09 00:43:27.048360,8:58:45.459163
2011-03-09 02:31:06.867052,2011-03-09 03:35:23.797662,1:04:16.930610
2011-03-09 13:30:17.756829,2011-03-09 15:29:29.705090,1:59:11.948261
2011-03-09 20:05:27.328172,2011-03-10 02:20:13.291241,6:14:45.963069
2011-03-10 02:20:14.441195,2011-03-10 06:03:44.728514,3:43:30.287319
2011-03-10 15:15:10.583692,2011-03-10 17:56:47.176713,2:41:36.593021
2011-03-10 21:11:42.758942,2011-03-10 21:36:53.185400,0:25:10.426458
