2011-01-16 23:57:32.066972,2011-01-17 07:11:35.951258,7:14:03.884286
2011-01-17 07:11:36.874620,2011-01-17 07:56:39.883344,0:45:03.008724
2011-01-17 08:39:04.542633,2011-01-17 19:29:53.085693,10:50:48.543060
2011-01-17 22:01:47.052458,2011-01-17 22:56:09.511428,0:54:22.458970
2011-01-17 22:56:49.435879,2011-01-17 22:57:04.897945,0:00:15.462066
2011-01-17 23:39:17.867147,2011-01-18 07:52:09.493339,8:12:51.626192
2011-01-18 07:52:09.791192,2011-01-18 08:15:56.521536,0:23:46.730344
2011-01-18 10:08:53.267010,2011-01-18 11:33:29.744384,1:24:36.477374
2011-01-18 13:42:37.216713,2011-01-18 18:56:01.049417,5:13:23.832704
2011-01-18 21:04:31.654377,2011-01-18 21:04:43.771153,0:00:12.116776
2011-01-18 21:07:00.604834,2011-01-18 21:07:01.555641,0:00:00.950807
2011-01-18 21:07:03.374937,2011-01-18 22:59:29.210973,1:52:25.836036
2011-01-19 06:32:11.335990,2011-01-19 08:09:03.496793,1:36:52.160803
2011-01-19 08:33:16.451269,2011-01-19 09:31:14.503714,0:57:58.052445
2011-01-19 09:43:54.072334,2011-01-19 13:14:15.523409,3:30:21.451075
2011-01-19 14:29:18.111750,2011-01-19 19:19:30.742746,4:50:12.630996
2011-01-19 19:19:38.251860,2011-01-20 07:49:39.134802,12:30:00.882942
2011-01-20 07:49:42.065271,2011-01-20 09:21:47.682160,1:32:05.616889
2011-01-20 09:35:34.188398,2011-01-20 13:58:28.649335,4:22:54.460937
2011-01-20 13:58:47.776247,2011-01-20 13:59:05.020341,0:00:17.244094
2011-01-20 15:03:33.039208,2011-01-20 19:04:01.011665,4:00:27.972457
2011-01-20 19:38:33.796219,2011-01-20 21:56:11.212404,2:17:37.416185
2011-01-20 21:56:12.131305,2011-01-20 22:01:04.050481,0:04:51.919176
2011-01-20 22:01:35.894648,2011-01-20 22:17:04.422665,0:15:28.528017
2011-01-21 07:46:16.251913,2011-01-21 08:30:36.881319,0:44:20.629406
2011-01-21 09:38:33.074885,2011-01-21 10:29:57.397845,0:51:24.322960
2011-01-21 10:32:03.192040,2011-01-21 11:26:06.325413,0:54:03.133373
2011-01-21 11:26:09.936226,2011-01-21 15:29:55.315269,4:03:45.379043
2011-01-21 15:30:09.349981,2011-01-21 16:27:23.287870,0:57:13.937889
2011-01-21 16:27:24.399683,2011-01-21 18:24:34.531458,1:57:10.131775
2011-01-21 19:52:35.461817,2011-01-21 19:53:41.142357,0:01:05.680540
2011-01-22 00:07:21.677861,2011-01-22 01:29:44.346569,1:22:22.668708
2011-01-22 07:18:10.093572,2011-01-22 08:33:32.897800,1:15:22.804228
2011-01-22 09:31:03.957053,2011-01-22 09:34:31.393994,0:03:27.436941
2011-01-22 10:49:06.118026,2011-01-22 17:45:22.727869,6:56:16.609843
2011-01-22 18:50:15.324016,2011-01-22 18:52:51.360299,0:02:36.036283
2011-01-22 18:53:07.965596,2011-01-22 18:53:12.372688,0:00:04.407092
2011-01-22 18:53:18.923442,2011-01-23 10:13:22.867840,15:20:03.944398
2011-01-23 10:13:54.808433,2011-01-23 10:14:14.097962,0:00:19.289529
2011-01-23 10:14:35.135681,2011-01-23 12:16:31.824563,2:01:56.688882
2011-01-23 12:16:53.975781,2011-01-23 13:33:25.099959,1:16:31.124178
2011-01-23 13:33:27.100566,2011-01-23 13:41:46.013609,0:08:18.913043
2011-01-23 13:41:54.930850,2011-01-23 14:24:47.394401,0:42:52.463551
2011-01-23 16:46:58.926145,2011-01-23 18:12:51.211230,1:25:52.285085
2011-01-23 19:12:57.050671,2011-01-23 23:13:02.110219,4:00:05.059548
2011-01-23 23:13:02.110217,2011-01-24 00:15:41.246978,1:02:39.136761
